orderid,discount,profit,quantity,sales,profit_margin
US-2022-150140-4462,0,336.635,5,1294.75,0.26
US-2022-110499-4463,0.2,374.9925,3,1199.976,0.3125
US-2022-114405-4464,0.2,2.5146,3,33.528,0.075
US-2022-114405-4465,0.2,3.6744,3,36.744,0.1
US-2022-120530-4466,0.1,146.388,3,658.746,0.222222222
US-2022-132899-4467,0,0.9828,2,3.64,0.27
US-2022-154998-4468,0,18.2112,2,37.94,0.48
US-2022-104969-4469,0.7,-100.92,6,121.104,-0.833333333
US-2022-104969-4470,0.2,3.2161,1,8.872,0.3625
US-2022-106600-4471,0,88.725,5,354.9,0.25
US-2022-124233-4472,0,10.374,5,24.7,0.42
US-2022-130477-4473,0,6.2208,2,12.96,0.48
US-2022-130477-4474,0,9.6192,3,20.04,0.48
US-2022-130477-4475,0,2.5984,2,64.96,0.04
US-2022-130946-4476,0.3,-4.1136,4,95.984,-0.042857143
US-2022-130946-4477,0.8,-1850.9464,4,1088.792,-1.7
US-2022-130946-4478,0.2,64.7892,9,431.928,0.15
US-2022-134789-4479,0,31.984,4,159.92,0.2
US-2022-134789-4480,0,14.4,6,30,0.48
US-2022-134789-4481,0,12.7008,4,25.92,0.49
US-2022-138520-4482,0.2,-4.8588,6,388.704,-0.0125
US-2022-138520-4483,0,6.9864,4,17.04,0.41
US-2022-138520-4484,0,3.7996,2,8.26,0.46
US-2022-138520-4485,0,15.824,5,34.4,0.46
US-2022-150000-4486,0,8.6016,4,17.92,0.48
US-2022-117681-4487,0.15,6.549,5,556.665,0.011764706
US-2022-126809-4488,0.2,12.8151,9,35.352,0.3625
US-2022-128517-4489,0,2.4288,2,5.28,0.46
US-2022-128517-4490,0,134.654,2,517.9,0.26
US-2022-109652-4491,0.2,3.2224,4,13.568,0.2375
US-2022-114622-4492,0.7,-6.5296,2,8.904,-0.733333333
US-2022-123358-4493,0,44.3664,3,113.76,0.39
US-2022-123358-4494,0.2,15.6104,4,48.032,0.325
US-2022-123358-4495,0,6.0264,9,150.66,0.04
US-2022-123358-4496,0,81.1314,3,579.51,0.14
US-2022-124814-4497,0.2,8.12,5,23.2,0.35
US-2022-124814-4498,0,6.2208,2,12.96,0.48
US-2022-112102-4499,0,75.6624,4,343.92,0.22
US-2022-112102-4500,0,28.755,5,63.9,0.45
US-2022-112102-4501,0,20.0851,1,40.99,0.49
US-2022-124254-4502,0.2,3.4668,3,10.272,0.3375
US-2022-124254-4503,0.2,-5.1984,1,51.984,-0.1
US-2022-124254-4504,0.2,-22.6716,3,129.552,-0.175
US-2022-142398-4505,0.2,-31.9144,7,638.288,-0.05
US-2022-142398-4506,0.2,4.6228,1,13.208,0.35
US-2022-163594-4507,0.2,-36.441,3,194.352,-0.1875
US-2022-163594-4508,0.2,13.734,3,36.624,0.375
US-2022-163594-4509,0,9.3312,3,19.44,0.48
US-2022-152800-4510,0,2.8764,3,6.12,0.47
US-2022-112669-4511,0.2,105.0228,4,933.536,0.1125
US-2022-112669-4512,0.2,4.2976,4,42.976,0.1
US-2022-148796-4513,0.2,38.38,5,383.8,0.1
US-2022-164735-4514,0,12.18,5,81.2,0.15
US-2022-166625-4515,0,11.7782,2,25.06,0.47
US-2022-117849-4516,0,68.976,3,143.7,0.48
US-2022-123750-4517,0.7,-145.3508,2,189.588,-0.766666667
US-2022-123750-4518,0.2,-0.7748,2,4.768,-0.1625
US-2022-123750-4519,0.2,76.6395,7,408.744,0.1875
US-2022-123750-4520,0.2,54.7425,5,291.96,0.1875
US-2022-132423-4521,0.2,5.8604,7,33.488,0.175
US-2022-132423-4522,0.2,2.9145,5,8.04,0.3625
US-2022-136406-4523,0.2,0,2,1121.568,0
US-2022-105473-4524,0,0.864,3,28.8,0.03
US-2022-107440-4525,0,3.2868,2,9.96,0.33
US-2022-107440-4526,0,11.891,5,25.3,0.47
US-2022-107440-4527,0,2365.9818,7,9099.93,0.26
US-2022-164588-4528,0,3.7236,3,12.84,0.29
US-2022-166282-4529,0.2,40.0036,7,123.088,0.325
US-2022-166282-4530,0.2,8.3524,4,35.168,0.2375
US-2022-108735-4531,0.15,24.2352,3,257.499,0.094117647
US-2022-133508-4532,0,9.0055,5,29.05,0.31
US-2022-149111-4533,0.2,6.2856,8,18.624,0.3375
US-2022-149111-4534,0.2,4.1391,1,36.792,0.1125
US-2022-159415-4535,0.2,13.846,5,79.12,0.175
US-2022-125087-4536,0.3,-93.4724,4,344.372,-0.271428571
US-2022-125087-4537,0.6,-67.137,5,127.88,-0.525
US-2022-125087-4538,0.2,77.7468,3,1554.936,0.05
US-2022-139381-4539,0,55.0584,4,203.92,0.27
US-2022-139381-4540,0,7.9812,4,29.56,0.27
US-2022-144785-4541,0,2.0271,3,6.99,0.29
US-2022-144785-4542,0,1.8468,1,6.84,0.27
US-2022-155551-4543,0.2,3.2616,2,9.664,0.3375
US-2022-155551-4544,0.2,-48.9549,3,230.376,-0.2125
US-2022-109666-4545,0,17.99,2,71.96,0.25
US-2022-109666-4546,0,1.476,2,3.28,0.45
US-2022-109666-4547,0.2,3.248,2,9.28,0.35
US-2022-109666-4548,0,13.7964,4,459.88,0.03
US-2022-109666-4549,0,15.372,5,54.9,0.28
US-2022-109666-4550,0,2.2504,2,7.76,0.29
US-2022-109666-4551,0,0.7794,2,25.98,0.03
US-2022-115819-4552,0,1.5288,3,5.46,0.28
US-2022-115819-4553,0,21.228,5,73.2,0.29
US-2022-115819-4554,0.2,1.971,1,5.84,0.3375
US-2022-115819-4555,0.2,3.2676,3,9.336,0.35
US-2022-115819-4556,0,10.224,4,22.72,0.45
US-2022-115819-4557,0.2,12.987,5,39.96,0.325
US-2022-161396-4558,0.4,-58.1332,2,205.176,-0.283333333
US-2022-161396-4559,0.2,146.79,5,419.4,0.35
US-2022-103646-4560,0.8,-126.8592,3,48.792,-2.6
US-2022-103646-4561,0.8,-67.272,8,44.848,-1.5
US-2022-103646-4562,0.2,-12.792,4,102.336,-0.125
US-2022-146423-4563,0,4.4892,3,15.48,0.29
US-2022-146423-4564,0,24.8832,8,51.84,0.48
US-2022-151498-4565,0.2,2.808,5,8.32,0.3375
US-2022-101329-4566,0,8.3538,9,32.13,0.26
US-2022-101329-4567,0,0.8064,1,2.88,0.28
US-2022-109057-4568,0.2,2.3952,2,23.952,0.1
US-2022-109869-4569,0.2,7.068,5,23.56,0.3
US-2022-109869-4570,0.5,-814.4832,6,1272.63,-0.64
US-2022-109869-4571,0.2,5.8704,2,78.272,0.075
US-2022-109869-4572,0.7,-20.889,5,28.485,-0.733333333
US-2022-109869-4573,0.2,-34.758,2,185.376,-0.1875
US-2022-113061-4574,0,8.662,2,86.62,0.1
US-2022-147578-4575,0,10.4148,3,31.56,0.33
US-2022-124149-4576,0.2,37.9176,6,108.336,0.35
US-2022-124149-4577,0.2,29.364,2,78.304,0.375
US-2022-124149-4578,0.2,6.291,5,55.92,0.1125
US-2022-126270-4579,0.2,6.5569,7,18.088,0.3625
US-2022-126270-4580,0,35.985,3,71.97,0.5
US-2022-130001-4581,0.2,11.325,5,36.24,0.3125
US-2022-162138-4582,0.2,81.744,6,251.52,0.325
US-2022-162138-4583,0,34.9965,1,99.99,0.35
US-2022-138933-4584,0.2,1.3944,1,3.984,0.35
US-2022-149279-4585,0.2,149.148,6,1325.76,0.1125
US-2022-149279-4586,0.7,-2.1756,2,3.108,-0.7
US-2022-149279-4587,0.2,5.4432,3,15.552,0.35
US-2022-168081-4588,0.2,64.674,3,258.696,0.25
US-2022-150147-4589,0.7,-13.816,2,20.724,-0.666666667
US-2022-150147-4590,0.7,-3.4272,3,4.896,-0.7
US-2022-150147-4591,0.4,-20.7,2,82.8,-0.25
US-2022-139556-4592,0.1,62.7822,3,434.646,0.144444444
US-2022-137204-4593,0.2,2.598,2,41.568,0.0625
US-2022-152814-4594,0.2,9.9468,3,29.472,0.3375
US-2022-161816-4595,0.2,5.6956,4,15.712,0.3625
US-2022-161816-4596,0.2,41.5773,3,369.576,0.1125
US-2022-167605-4597,0.6,-31.8612,2,30.344,-1.05
US-2022-120460-4598,0.6,-10.1736,3,22.608,-0.45
US-2022-144792-4599,0.2,22.3776,7,111.888,0.2
US-2022-154788-4600,0.2,2.7956,2,7.712,0.3625
US-2022-101525-4601,0,4.3524,2,11.16,0.39
US-2022-101525-4602,0,53.8608,2,109.92,0.49
US-2022-101525-4603,0,9.3312,3,19.44,0.48
US-2022-164784-4604,0.4,-142.071,3,370.62,-0.383333333
US-2022-164784-4605,0.7,-2.0108,2,2.742,-0.733333333
US-2022-164784-4606,0.2,1.2948,1,3.984,0.325
US-2022-104311-4607,0.2,1.764,2,5.04,0.35
US-2022-104311-4608,0.2,-3.7872,3,18.936,-0.2
US-2022-104311-4609,0.2,-3.168,3,12.672,-0.25
US-2022-109400-4610,0.3,-110.0232,4,366.744,-0.3
US-2022-146836-4611,0.2,15.9516,3,45.576,0.35
US-2022-146836-4612,0,12.5832,3,44.94,0.28
US-2022-148698-4613,0.2,5.397,3,86.352,0.0625
US-2022-154060-4614,0.2,11.691,9,187.056,0.0625
US-2022-158155-4615,0,4.0192,2,12.56,0.32
US-2022-158155-4616,0,83.733,5,214.7,0.39
US-2022-158155-4617,0.2,33.93,3,90.48,0.375
US-2022-158155-4618,0,6.0168,2,13.08,0.46
US-2022-129280-4619,0.2,10.3936,2,51.968,0.2
US-2022-129280-4620,0.2,2.1,2,6,0.35
US-2022-129280-4621,0.2,-44.019,5,195.64,-0.225
US-2022-129280-4622,0.2,-75.5958,3,431.976,-0.175
US-2022-129280-4623,0.2,34.7865,5,132.52,0.2625
US-2022-129280-4624,0.7,-164.9538,3,224.937,-0.733333333
US-2022-163398-4625,0.8,-71.2962,3,26.406,-2.7
US-2022-163398-4626,0.2,2.7384,7,27.384,0.1
US-2022-163398-4627,0.8,-3.6003,1,2.182,-1.65
US-2022-102239-4628,0,320.3172,6,1685.88,0.19
US-2022-102239-4629,0.2,2.0048,2,5.728,0.35
US-2022-105662-4630,0.2,31.4712,4,93.248,0.3375
US-2022-105662-4631,0.2,19.9665,3,177.48,0.1125
US-2022-112676-4632,0.2,5.2026,3,14.352,0.3625
US-2022-126165-4633,0.2,-1.7772,2,71.088,-0.025
US-2022-137729-4634,0,1.0166,1,5.98,0.17
US-2022-137729-4635,0.2,21.5397,3,246.168,0.0875
US-2022-145247-4636,0,36.4044,3,79.14,0.46
US-2022-147991-4637,0.2,3.344,5,16.72,0.2
US-2022-160500-4638,0.2,7.4694,3,298.776,0.025
US-2022-160500-4639,0.2,2.352,5,6.72,0.35
US-2022-118052-4640,0.2,11.6263,7,54.712,0.2125
US-2022-118052-4641,0.2,1.7138,2,7.216,0.2375
US-2022-118052-4642,0.2,15.49,2,49.568,0.3125
US-2022-137393-4643,0,14.144,4,41.6,0.34
US-2022-139234-4644,0.8,-5.2932,2,3.208,-1.65
US-2022-139234-4645,0.2,-3.272,2,26.176,-0.125
US-2022-146857-4646,0,15.2544,1,54.48,0.28
US-2022-128818-4647,0.1,59.0352,4,442.764,0.133333333
US-2022-128818-4648,0,28.0192,8,63.68,0.44
US-2022-128818-4649,0.2,30.8966,7,85.232,0.3625
US-2022-128818-4650,0,22.2,3,44.4,0.5
US-2022-128818-4651,0,21.9945,5,199.95,0.11
US-2022-128818-4652,0,1159.9855,5,3999.95,0.29
US-2022-106530-4653,0.2,3.7408,2,10.688,0.35
US-2022-106530-4654,0.2,3.6288,2,10.368,0.35
US-2022-106530-4655,0.2,1.57,2,25.12,0.0625
US-2022-106530-4656,0.2,88.0299,3,1006.056,0.0875
US-2022-106530-4657,0.2,7.264,2,58.112,0.125
US-2022-111696-4658,0,8.073,3,17.94,0.45
US-2022-164672-4659,0,42.392,2,211.96,0.2
US-2022-109176-4660,0.2,9.92,5,79.36,0.125
US-2022-109176-4661,0.2,3.504,1,9.344,0.375
US-2022-112382-4662,0.2,1.9136,2,19.136,0.1
US-2022-144057-4663,0.8,-131.7168,4,48.784,-2.7
US-2022-144057-4664,0.8,-27.792,6,18.528,-1.5
US-2022-144057-4665,0.8,-20.4352,4,13.184,-1.55
US-2022-144057-4666,0.2,26.824,2,76.64,0.35
US-2022-144057-4667,0.2,107.082,6,856.656,0.125
US-2022-159093-4668,0,14.418,4,32.04,0.45
US-2022-159765-4669,0,9.1938,7,27.86,0.33
US-2022-161158-4670,0,3.44,5,8,0.43
US-2022-169166-4671,0,13.1572,2,93.98,0.14
US-2022-117625-4672,0.2,2.3868,2,7.072,0.3375
US-2022-133816-4673,0.4,-123.998,2,743.988,-0.166666667
US-2022-161543-4674,0,5.8604,2,11.96,0.49
US-2022-162733-4675,0,2.691,1,5.98,0.45
US-2022-100510-4676,0,4.4088,3,10.02,0.44
US-2022-100510-4677,0,303.3408,4,631.96,0.48
US-2022-101196-4678,0.2,-19.5624,2,82.368,-0.2375
US-2022-109911-4679,0,2.9592,4,10.96,0.27
US-2022-123610-4680,0,2.3409,1,8.67,0.27
US-2022-123610-4681,0,46.8,6,120,0.39
US-2022-167416-4682,0,26.901,5,54.9,0.49
US-2022-108224-4683,0.2,48.7011,7,185.528,0.2625
US-2022-141019-4684,0.2,29.769,1,79.384,0.375
US-2022-148901-4685,0.2,8.3028,3,30.192,0.275
US-2022-148901-4686,0.2,0.4172,2,4.768,0.0875
US-2022-148901-4687,0.7,-44.1462,3,57.582,-0.766666667
US-2022-148901-4688,0.7,-9.8208,8,13.392,-0.733333333
US-2022-148901-4689,0.7,-7.612,2,10.38,-0.733333333
US-2022-148901-4690,0.2,10.8864,6,31.104,0.35
US-2022-148901-4691,0.2,4.36,5,43.6,0.1
US-2022-141180-4692,0.7,-5.176,4,7.764,-0.666666667
US-2022-146570-4693,0,2.1684,3,8.34,0.26
US-2022-146570-4694,0,25.7488,4,91.96,0.28
US-2022-146570-4695,0,240.5648,8,511.84,0.47
US-2022-152408-4696,0.2,4.4772,3,13.776,0.325
US-2022-165673-4697,0.2,5.5216,4,15.232,0.3625
US-2022-122133-4698,0,0,4,552.56,0
US-2022-130638-4699,0,19.7988,4,282.84,0.07
US-2022-130638-4700,0,13.3056,9,27.72,0.48
US-2022-133144-4701,0,8.4966,3,17.34,0.49
US-2022-117037-4702,0.6,-10.1736,3,22.608,-0.45
US-2022-117037-4703,0.8,-4.7685,1,2.89,-1.65
US-2022-117037-4704,0.2,2.4675,3,7.896,0.3125
US-2022-117037-4705,0.2,9.54,8,30.528,0.3125
US-2022-150567-4706,0.7,-21.6144,6,27.018,-0.8
US-2022-150567-4707,0.7,-2.1648,2,2.952,-0.733333333
US-2022-158435-4708,0,17.324,4,173.24,0.1
US-2022-158435-4709,0,6.8714,2,14.62,0.47
US-2022-158435-4710,0,18.8993,7,65.17,0.29
US-2022-122728-4711,0,8.7906,3,17.94,0.49
US-2022-122728-4712,0,26.07,3,104.28,0.25
US-2022-126935-4713,0.2,3.3544,1,9.584,0.35
US-2022-138282-4714,0,23.7168,8,87.84,0.27
US-2022-152835-4715,0,6.206,5,21.4,0.29
US-2022-157245-4716,0,179.7488,2,641.96,0.28
US-2022-169943-4717,0,12.3256,8,39.76,0.31
US-2022-169943-4718,0,15.0864,4,35.92,0.42
US-2022-169943-4719,0,70.441,5,242.9,0.29
US-2022-169943-4720,0.2,14.92,4,47.744,0.3125
US-2022-169943-4721,0,0,5,454.9,0
US-2022-105256-4722,0.2,85.2475,5,1363.96,0.0625
US-2022-108567-4723,0.7,-2.245,2,2.694,-0.833333333
US-2022-115917-4724,0,272.792,5,1049.2,0.26
US-2022-115917-4725,0.2,5.0128,4,15.424,0.325
US-2022-146010-4726,0.7,-32.508,7,40.635,-0.8
US-2022-107202-4727,0.2,179.73,10,2396.4,0.075
US-2022-114209-4728,0.8,-3.2406,2,1.964,-1.65
US-2022-114209-4729,0.2,30.996,9,82.656,0.375
US-2022-125920-4730,0.8,-5.8869,3,3.798,-1.55
US-2022-127642-4731,0,54.8604,2,111.96,0.49
US-2022-139486-4732,0,27.1666,2,66.26,0.41
US-2022-139486-4733,0.2,-12.4146,3,55.176,-0.225
US-2022-146934-4734,0.3,-19.9184,2,174.286,-0.114285714
US-2022-146934-4735,0,172.3384,4,662.84,0.26
US-2022-146934-4736,0,12.9024,6,26.88,0.48
US-2022-146934-4737,0,30.432,5,95.1,0.32
US-2022-146934-4738,0,74.8142,2,257.98,0.29
US-2022-146934-4739,0,86.25,5,345,0.25
US-2022-154081-4740,0.2,22.2384,2,222.384,0.1
US-2022-159653-4741,0,7.2177,3,14.73,0.49
US-2022-133725-4742,0.2,148.4946,9,1979.928,0.075
US-2022-142762-4743,0,16.302,3,37.05,0.44
US-2022-143714-4744,0.7,-4.196,1,6.294,-0.666666667
US-2022-143714-4745,0.2,3.6288,2,10.368,0.35
US-2022-143714-4746,0.4,1119.9968,4,8399.976,0.133333333
US-2022-143714-4747,0.4,-24.4764,3,122.382,-0.2
US-2022-154403-4748,0,2.4402,1,4.98,0.49
US-2022-136126-4749,0,91.968,4,191.6,0.48
US-2022-136126-4750,0,20.155,5,69.5,0.29
US-2022-138583-4751,0.2,3.3312,3,16.656,0.2
US-2022-139269-4752,0,6.24,4,24.96,0.25
US-2022-139269-4753,0,9.2928,2,19.36,0.48
US-2022-139269-4754,0,152.118,9,1267.65,0.12
US-2022-113236-4755,0.2,13.8528,6,184.704,0.075
US-2022-113236-4756,0.2,11.98,2,47.92,0.25
US-2022-119186-4757,0.3,-88.784,5,388.43,-0.228571429
US-2022-119186-4758,0.2,5.2026,3,14.352,0.3625
US-2022-119186-4759,0.2,3.6288,2,10.368,0.35
US-2022-119186-4760,0.2,-7.1991,1,63.992,-0.1125
US-2022-132409-4761,0.2,6.534,2,34.848,0.1875
US-2022-132409-4762,0.2,0.1692,1,1.504,0.1125
US-2022-148852-4763,0.2,-84.8232,6,484.704,-0.175
US-2022-148852-4764,0,0,3,5.94,0
US-2022-148852-4765,0,21.7728,7,45.36,0.48
US-2022-148852-4766,0.2,116.2425,3,371.976,0.3125
US-2022-148852-4767,0.2,23.7564,4,211.168,0.1125
US-2022-149237-4768,0,11.3148,3,26.94,0.42
US-2022-157266-4769,0,17.3754,3,41.37,0.42
US-2022-157266-4770,0,4.4344,2,9.64,0.46
US-2022-157266-4771,0,9.3312,3,19.44,0.48
US-2022-157266-4772,0,5.842,2,12.7,0.46
US-2022-101791-4773,0.6,-1.6752,2,5.584,-0.3
US-2022-101791-4774,0.6,-33.3582,3,25.176,-1.325
US-2022-101791-4775,0.2,97.3026,9,1297.368,0.075
US-2022-122903-4776,0,700.98,5,3504.9,0.2
US-2022-122903-4777,0,150.984,3,314.55,0.48
US-2022-122903-4778,0,69.1776,3,144.12,0.48
US-2022-136994-4779,0,6.1548,2,13.38,0.46
US-2022-113747-4780,0,50.1876,6,185.88,0.27
US-2022-121377-4781,0.2,25.06,1,286.4,0.0875
US-2022-134803-4782,0,78.672,2,262.24,0.3
US-2022-134803-4783,0.2,7.384,4,22.72,0.325
US-2022-134803-4784,0,84.0512,8,182.72,0.46
US-2022-134803-4785,0,7.896,7,131.6,0.06
US-2022-134803-4786,0.2,41.88,2,558.4,0.075
US-2022-138695-4787,0.2,-24.392,8,390.272,-0.0625
US-2022-138695-4788,0.2,19.435,13,62.192,0.3125
US-2022-155565-4789,0,15.372,5,54.9,0.28
US-2022-156573-4790,0.2,14.547,3,44.76,0.325
US-2022-156573-4791,0.2,0.3336,2,4.448,0.075
US-2022-156573-4792,0.7,-8.6457,3,11.277,-0.766666667
US-2022-168753-4793,0,11.375,5,22.75,0.5
US-2022-168753-4794,0,274.386,5,979.95,0.28
US-2022-105578-4795,0.2,50.098,2,801.568,0.0625
US-2022-105578-4796,0.7,-1.9008,3,2.376,-0.8
US-2022-105578-4797,0.7,-11.9616,2,14.952,-0.8
US-2022-105578-4798,0.7,-15.08,2,22.62,-0.666666667
US-2022-105578-4799,0.2,11.8871,1,32.792,0.3625
US-2022-108210-4800,0.2,11.198,5,223.96,0.05
US-2022-108210-4801,0.2,7.996,5,79.96,0.1
US-2022-113831-4802,0,386.835,10,2275.5,0.17
US-2022-113831-4803,0,29.808,6,62.1,0.48
US-2022-113831-4804,0,653.301,6,1979.7,0.33
US-2022-129728-4805,0,11.7488,8,167.84,0.07
US-2022-145499-4806,0.7,-2.6256,2,3.282,-0.8
US-2022-147473-4807,0,18.6624,6,38.88,0.48
US-2022-152730-4808,0,21.33,5,47.4,0.45
US-2022-152730-4809,0,109.422,3,364.74,0.3
US-2022-152730-4810,0,3.969,5,14.7,0.27
US-2022-152730-4811,0,1.4456,2,5.56,0.26
US-2022-152730-4812,0,301.968,6,629.1,0.48
US-2022-152730-4813,0,21.7728,7,45.36,0.48
US-2022-152730-4814,0,13.9328,4,49.76,0.28
US-2022-152730-4815,0,35.2772,1,125.99,0.28
US-2022-153682-4816,0.4,69.999,2,839.988,0.083333333
US-2022-158547-4817,0.2,9.294,5,123.92,0.075
US-2022-166380-4818,0,12.744,9,26.55,0.48
US-2022-166380-4819,0,26.8752,2,111.98,0.24
US-2022-150483-4820,0.3,-38.2158,3,191.079,-0.2
US-2022-150483-4821,0.6,-12.8256,3,32.064,-0.4
US-2022-150483-4822,0.2,6.7048,4,18.496,0.3625
US-2022-150483-4823,0.2,3.6288,2,10.368,0.35
US-2022-168844-4824,0.2,2.3244,3,7.152,0.325
US-2022-168844-4825,0,88.053,6,179.7,0.49
US-2022-119046-4826,0.2,3.9312,3,11.232,0.35
US-2022-119046-4827,0.2,18.7224,12,51.648,0.3625
US-2022-119046-4828,0,13.8828,3,30.18,0.46
US-2022-128293-4829,0.2,-12.9568,1,64.784,-0.2
US-2022-164889-4830,0.2,-1.7772,2,71.088,-0.025
US-2022-119823-4831,0,35.6636,2,75.88,0.47
US-2022-157749-4832,0.6,-356.728,5,419.68,-0.85
US-2022-157749-4833,0.6,-2.8308,3,4.044,-0.7
US-2022-157749-4834,0.6,-4.6752,3,11.688,-0.4
US-2022-157749-4835,0.5,-120.513,5,177.225,-0.68
US-2022-157749-4836,0.2,1.2038,2,7.408,0.1625
US-2022-157749-4837,0.2,9.396,5,25.92,0.3625
US-2022-157749-4838,0.2,11.1944,2,31.984,0.35
US-2022-165848-4839,0.2,5.1294,1,136.784,0.0375
US-2022-165848-4840,0,20.7808,4,61.12,0.34
US-2022-165848-4841,0,7.0218,3,14.94,0.47
US-2022-165848-4842,0,364.4595,3,1349.85,0.27
US-2022-110982-4843,0,15.7248,4,58.24,0.27
US-2022-110982-4844,0.2,7.0044,6,21.552,0.325
US-2022-134908-4845,0.2,2.646,3,7.56,0.35
US-2022-134908-4846,0.2,-23.364,4,124.608,-0.1875
US-2022-149671-4847,0,15.9588,6,61.38,0.26
US-2022-165169-4848,0,2.79,2,11.16,0.25
US-2022-165169-4849,0,6.8724,3,14.94,0.46
US-2022-165169-4850,0,93.6988,2,360.38,0.26
US-2022-108350-4851,0,48.5392,4,105.52,0.46
US-2022-112830-4852,0.2,34.974,3,466.32,0.075
US-2022-112830-4853,0.2,0,2,82.64,0
US-2022-125318-4854,0.2,28.7196,4,328.224,0.0875
US-2022-127369-4855,0,207.147,5,714.3,0.29
US-2022-155971-4856,0,10.584,7,22.05,0.48
US-2022-155971-4857,0,46.953,5,99.9,0.47
US-2022-160717-4858,0,3.7744,2,26.96,0.14
US-2022-160717-4859,0.2,226.7946,9,3023.928,0.075
US-2022-160717-4860,0.2,161.19,3,477.6,0.3375
US-2022-167472-4861,0,5.6016,3,11.67,0.48
US-2022-167472-4862,0,30.7872,3,64.14,0.48
US-2022-167472-4863,0,28.1718,3,59.94,0.47
US-2022-167472-4864,0,6.2208,2,12.96,0.48
US-2022-167472-4865,0,75.5748,6,179.94,0.42
US-2022-167472-4866,0,5.1015,3,26.85,0.19
US-2022-167472-4867,0,129.348,3,323.37,0.4
US-2022-103163-4868,0.2,1.5548,1,4.784,0.325
US-2022-103163-4869,0,2.3177,1,4.73,0.49
US-2022-107475-4870,0.2,3.4974,6,9.648,0.3625
US-2022-120558-4871,0,15.552,5,32.4,0.48
US-2022-122448-4872,0.2,13.7646,3,122.352,0.1125
US-2022-139710-4873,0.2,19.9665,3,177.48,0.1125
US-2022-147368-4874,0.5,-27.828,2,695.7,-0.04
US-2022-154662-4875,0,173.235,3,692.94,0.25
US-2022-113243-4876,0.2,-217.048,4,1335.68,-0.1625
US-2022-113243-4877,0,9.936,2,20.7,0.48
US-2022-113243-4878,0,15.552,5,32.4,0.48
US-2022-121993-4879,0.2,7.9704,8,23.616,0.3375
US-2022-118745-4880,0.2,33.8517,3,902.712,0.0375
US-2022-127775-4881,0,71.991,3,239.97,0.3
US-2022-142405-4882,0.2,17.5448,14,53.984,0.325
US-2022-142405-4883,0,6.8714,2,14.62,0.47
US-2022-142405-4884,0,132.5898,3,389.97,0.34
US-2022-169922-4885,0.6,-9.0944,7,12.544,-0.725
US-2022-169922-4886,0.8,-13.6488,4,8.272,-1.65
US-2022-169922-4887,0.8,-2.1504,4,1.344,-1.6
US-2022-103730-4888,0,18.3456,3,47.04,0.39
US-2022-103730-4889,0,13.878,4,30.84,0.45
US-2022-103730-4890,0,51.759,9,115.02,0.45
US-2022-103730-4891,0,63.4368,6,226.56,0.28
US-2022-103730-4892,0,19.7316,7,68.04,0.29
US-2022-104633-4893,0,83.646,6,185.88,0.45
US-2022-104633-4894,0,6.2208,2,12.96,0.48
US-2022-120824-4895,0.3,-119.2312,2,379.372,-0.314285714
US-2022-120824-4896,0.6,-4.5396,2,6.984,-0.65
US-2022-120824-4897,0.8,-160.96,4,64.384,-2.5
US-2022-120824-4898,0.2,3.9424,8,11.264,0.35
US-2022-120824-4899,0.8,-2.667,2,1.524,-1.75
US-2022-120824-4900,0.2,5.6376,3,15.552,0.3625
US-2022-120824-4901,0.2,6.7536,9,67.536,0.1
US-2022-127208-4902,0,56.2032,1,208.16,0.27
US-2022-127208-4903,0,8.0352,3,16.74,0.48
US-2022-138688-4904,0,6.8714,2,14.62,0.47
US-2022-139941-4905,0,18.396,3,52.56,0.35
US-2022-139941-4906,0,41.823,3,92.94,0.45
US-2022-147375-4907,0.2,113.6394,7,313.488,0.3625
US-2022-147375-4908,0.3,43.1991,3,1007.979,0.042857143
US-2022-164035-4909,0.2,8.381,5,23.12,0.3625
US-2022-126795-4910,0.2,11.7488,2,33.568,0.35
US-2022-136287-4911,0,8.694,3,18.9,0.46
US-2022-155005-4912,0,94.4925,3,377.97,0.25
US-2022-107216-4913,0,4.1031,3,8.73,0.47
US-2022-107216-4914,0,2.0416,4,7.04,0.29
US-2022-107216-4915,0,2.5056,3,8.64,0.29
US-2022-107216-4916,0,9.6657,1,29.29,0.33
US-2022-108497-4917,0.15,35.245,5,599.165,0.058823529
US-2022-128223-4918,0.2,80.843,7,1293.488,0.0625
US-2022-132304-4919,0,334.551,7,1115.17,0.3
US-2022-133872-4920,0.7,-26.624,4,39.936,-0.666666667
US-2022-133872-4921,0.2,2.308,2,18.464,0.125
US-2022-155747-4922,0.4,-118.0116,2,337.176,-0.35
US-2022-152765-4923,0.2,54.215,7,173.488,0.3125
US-2022-137127-4924,0,4.536,3,9.45,0.48
US-2022-140977-4925,0.5,-1.8295,1,91.475,-0.02
US-2022-148593-4926,0,21.7845,5,46.35,0.47
US-2022-107146-4927,0.2,54.3528,4,483.136,0.1125
US-2022-107146-4928,0.2,-13.3176,3,266.352,-0.05
US-2022-111682-4929,0.1,7.098,5,319.41,0.022222222
US-2022-111682-4930,0,0.84,1,1.68,0.5
US-2022-111682-4931,0.2,16.362,4,48.48,0.3375
US-2022-111682-4932,0,6.9888,2,14.56,0.48
US-2022-111682-4933,0,15.552,5,32.4,0.48
US-2022-111682-4934,0,52.14,6,208.56,0.25
US-2022-111682-4935,0,3.3,2,30,0.11
